epoch,lr-AdamW,step,test/auc,test/cold_auc,test/cold_hr@10,test/cold_hr@100,test/cold_hr@200,test/cold_hr@50,test/cold_mrr,test/cold_mrr_corrected,test/cold_ndcg@10,test/cold_ndcg@100,test/cold_ndcg@200,test/cold_ndcg@50,test/few_hr@10,test/few_hr@100,test/few_hr@200,test/few_hr@50,test/few_ndcg@10,test/few_ndcg@100,test/few_ndcg@200,test/few_ndcg@50,test/hr@10,test/hr@100,test/hr@200,test/hr@50,test/mrr,test/mrr_corrected,test/ndcg@10,test/ndcg@100,test/ndcg@200,test/ndcg@50,test/warm_auc,test/warm_hr@10,test/warm_hr@100,test/warm_hr@200,test/warm_hr@50,test/warm_mrr,test/warm_mrr_corrected,test/warm_ndcg@10,test/warm_ndcg@100,test/warm_ndcg@200,test/warm_ndcg@50,test/zero_hr@10,test/zero_hr@100,test/zero_hr@200,test/zero_hr@50,test/zero_ndcg@10,test/zero_ndcg@100,test/zero_ndcg@200,test/zero_ndcg@50,train/loss_epoch,train/loss_step,val/auc,val/cold_auc,val/cold_hr@10,val/cold_hr@100,val/cold_hr@200,val/cold_hr@50,val/cold_mrr,val/cold_mrr_corrected,val/cold_ndcg@10,val/cold_ndcg@100,val/cold_ndcg@200,val/cold_ndcg@50,val/few_hr@10,val/few_hr@100,val/few_hr@200,val/few_hr@50,val/few_ndcg@10,val/few_ndcg@100,val/few_ndcg@200,val/few_ndcg@50,val/hr@10,val/hr@100,val/hr@200,val/hr@50,val/mrr,val/mrr_corrected,val/ndcg@10,val/ndcg@100,val/ndcg@200,val/ndcg@50,val/warm_auc,val/warm_hr@10,val/warm_hr@100,val/warm_hr@200,val/warm_hr@50,val/warm_mrr,val/warm_mrr_corrected,val/warm_ndcg@10,val/warm_ndcg@100,val/warm_ndcg@200,val/warm_ndcg@50,val/zero_hr@10,val/zero_hr@100,val/zero_hr@200,val/zero_hr@50,val/zero_ndcg@10,val/zero_ndcg@100,val/zero_ndcg@200,val/zero_ndcg@50
,0.001,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0151896476745605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.832392692565918,0.6840046644210815,0.01834862306714058,0.1119266077876091,0.1908256858587265,0.05871559679508209,0.016644379124045372,0.012618637643754482,0.011466952972114086,0.02894436940550804,0.03998642414808273,0.020235557109117508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655629113316536,0.3120861053466797,0.43923842906951904,0.20827814936637878,0.034241318702697754,0.03145145997405052,0.032743655145168304,0.08014516532421112,0.09793149679899216,0.06334757059812546,0.8471100330352783,0.07024567574262619,0.33193811774253845,0.46387624740600586,0.22311191260814667,0.03598659858107567,0.033319320529699326,0.03485390171408653,0.08522331714630127,0.10367853194475174,0.06762346625328064,0.018281536176800728,0.11151736974716187,0.19012796878814697,0.05850091576576233,0.011425026692450047,0.028838541358709335,0.039840217679739,0.020161569118499756
3,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8168575763702393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.758707046508789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8390962481498718,0.6829243898391724,0.01834862306714058,0.1247706413269043,0.22201834619045258,0.07339449226856232,0.01585214026272297,0.011981585994362831,0.010792800225317478,0.03041866235435009,0.043920714408159256,0.022179430350661278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07052980363368988,0.3332781493663788,0.45778146386146545,0.22119206190109253,0.03620489686727524,0.033507294952869415,0.03504212945699692,0.08553614467382431,0.10293114185333252,0.06745230406522751,0.8545854687690735,0.07570518553256989,0.3539581298828125,0.48116469383239746,0.2358507663011551,0.0382235050201416,0.03564223647117615,0.03744719922542572,0.09100274741649628,0.10878386348485947,0.0719425156712532,0.018281536176800728,0.12431444227695465,0.22120659053325653,0.07312614470720291,0.010753339156508446,0.03030744008719921,0.04376012831926346,0.02209833636879921
4,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6764540672302246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7423830032348633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8439320921897888,0.6891312599182129,0.020183486863970757,0.13944953680038452,0.2311926633119583,0.08256880939006805,0.017222391441464424,0.013397480361163616,0.011957444250583649,0.03430746868252754,0.046873822808265686,0.02519337646663189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0783112570643425,0.3498344421386719,0.4819536507129669,0.23791390657424927,0.03935573250055313,0.03677838668227196,0.03917443007230759,0.09146519750356674,0.10987865179777145,0.07337608188390732,0.8592854142189026,0.08407643437385559,0.3707006275653839,0.5068243741989136,0.25332120060920715,0.04155093804001808,0.03909733146429062,0.041873835027217865,0.09713415801525116,0.11612754315137863,0.07815489917993546,0.020109690725803375,0.13893967866897583,0.23034735023975372,0.0822669118642807,0.0119137242436409,0.034182026982307434,0.046702440828084946,0.02510126121342182
5,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6009461879730225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.540318012237549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8484703898429871,0.6759504675865173,0.014678899198770523,0.13944953680038452,0.22568807005882263,0.078899085521698,0.016886219382286072,0.013033920899033546,0.009999527595937252,0.03399163484573364,0.0460076779127121,0.024161791428923607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08162251859903336,0.36473509669303894,0.49089404940605164,0.24784769117832184,0.041851554065942764,0.039318688213825226,0.041522230952978134,0.09629791975021362,0.11389453709125519,0.07735926657915115,0.8655810952186584,0.08826205134391785,0.3870791494846344,0.5171974301338196,0.2646041810512543,0.044327639043331146,0.04192563518881798,0.044648684561252594,0.10247751325368881,0.12062762677669525,0.08263544738292694,0.014625228941440582,0.13893967866897583,0.22486288845539093,0.0786106064915657,0.009962965734302998,0.033867351710796356,0.04583946242928505,0.02407344989478588
6,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5469284057617188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5546247959136963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8490777611732483,0.6780595779418945,0.01651376113295555,0.14311926066875458,0.24220183491706848,0.09357798099517822,0.016574475914239883,0.012804336845874786,0.01026938110589981,0.03441165015101433,0.04822326824069023,0.026344258338212967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08543046563863754,0.36357617378234863,0.49089404940605164,0.25298014283180237,0.04255745932459831,0.04002459719777107,0.0430690236389637,0.09691732376813889,0.11469512432813644,0.07899322360754013,0.8660395741462708,0.09226569533348083,0.38544130325317383,0.5155596137046814,0.26878979802131653,0.04513448476791382,0.042724329978227615,0.04632212594151497,0.10311669111251831,0.12128788232803345,0.08421500027179718,0.01645338162779808,0.14259597659111023,0.2413162738084793,0.09323583543300629,0.010231832973659039,0.034285832196474075,0.04804695025086403,0.026247935369610786
7,,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5104308128356934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.528831958770752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8487707376480103,0.6829376816749573,0.01651376113295555,0.157798171043396,0.25321102142333984,0.09724770486354828,0.015510940924286842,0.011795573867857456,0.009251939132809639,0.035930030047893524,0.049212172627449036,0.026224518194794655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09188742190599442,0.37251657247543335,0.4965232014656067,0.2612582743167877,0.04601709172129631,0.04351223632693291,0.04712814837694168,0.10154116153717041,0.11889026314020157,0.08353358507156372,0.8652181625366211,0.0993630588054657,0.39381253719329834,0.5206551551818848,0.27752500772476196,0.0490427240729332,0.046657927334308624,0.050884757190942764,0.10804852843284607,0.1258009970188141,0.08921755850315094,0.01645338162779808,0.1572212129831314,0.2522852122783661,0.09689214080572128,0.009218111634254456,0.03579866141080856,0.049032241106033325,0.026128631085157394
8,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4842658042907715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.445693016052246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.851315438747406,0.6773645281791687,0.014678899198770523,0.15596330165863037,0.2495412826538086,0.08440367132425308,0.01648820750415325,0.012754581868648529,0.009895025752484798,0.03597033768892288,0.04883446544408798,0.024542782455682755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0922185480594635,0.3723509907722473,0.5028145909309387,0.26142385601997375,0.04578616842627525,0.04331260919570923,0.04704863950610161,0.10134808719158173,0.1195811927318573,0.08335340023040771,0.8685680627822876,0.09990900754928589,0.39381253719329834,0.5279344916343689,0.27898088097572327,0.04869197681546211,0.04634339362382889,0.05073357746005058,0.10783233493566513,0.12659792602062225,0.08918629586696625,0.014625228941440582,0.1553930640220642,0.2486288845539093,0.0840950682759285,0.009858846664428711,0.035838816314935684,0.0486559122800827,0.024453047662973404
9,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.460282325744629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.431811571121216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8524430394172668,0.67513507604599,0.020183486863970757,0.1449541300535202,0.23853211104869843,0.07706422358751297,0.015317307785153389,0.011528910137712955,0.010483949445188046,0.0335681177675724,0.046583984047174454,0.022537656128406525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09139072895050049,0.37798014283180237,0.5074503421783447,0.2658940553665161,0.04510665684938431,0.04265616461634636,0.046133190393447876,0.10192231833934784,0.11997444182634354,0.08373691141605377,0.870028555393219,0.09845313429832458,0.40109190344810486,0.5341219305992126,0.2846223711967468,0.04806119203567505,0.045743394643068314,0.049668919295072556,0.10870174318552017,0.12725338339805603,0.08980671316385269,0.020109690725803375,0.14442414045333862,0.2376599758863449,0.07678245007991791,0.010445617139339447,0.033445388078689575,0.04641366004943848,0.022455254569649696
10,,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4394760131835938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.418834924697876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8513948321342468,0.6691526174545288,0.023853210732340813,0.16146789491176605,0.24220183491706848,0.08807339519262314,0.016578122973442078,0.012807982973754406,0.012169658206403255,0.03753840550780296,0.048743393272161484,0.02570411190390587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10182119160890579,0.38791391253471375,0.510927140712738,0.2705298066139221,0.04775117710232735,0.045317988842725754,0.050656288862228394,0.1061018630862236,0.12328590452671051,0.08710457384586334,0.8694698214530945,0.10955413430929184,0.4103730618953705,0.5375795960426331,0.2886260151863098,0.05084295570850372,0.04854235798120499,0.054473429918289185,0.11290203779935837,0.13067911565303802,0.09319432824850082,0.02376599609851837,0.160877525806427,0.2413162738084793,0.0877513736486435,0.012125162407755852,0.03740115463733673,0.04856517165899277,0.02561013214290142
11,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.422546625137329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2748847007751465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8520307540893555,0.6799576282501221,0.02568807452917099,0.15963302552700043,0.2495412826538086,0.08440367132425308,0.017301416024565697,0.013567792251706123,0.013273232616484165,0.0378846749663353,0.05042200908064842,0.025798700749874115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09933774918317795,0.38062915205955505,0.5057947039604187,0.2711920440196991,0.04922325909137726,0.046764522790908813,0.0512951985001564,0.1060846820473671,0.12358805537223816,0.08839628845453262,0.8690970540046692,0.10664240270853043,0.40254777669906616,0.53121018409729,0.2897179126739502,0.052389293909072876,0.05005701258778572,0.05506626144051552,0.11284881085157394,0.13084472715854645,0.09460478276014328,0.02559415064752102,0.1590493619441986,0.2486288845539093,0.0840950682759285,0.013224701397120953,0.03774615749716759,0.05023764818906784,0.02570437267422676
12,,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4088311195373535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.380054235458374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8517854809761047,0.674582839012146,0.029357798397541046,0.15412844717502594,0.2623853087425232,0.08807339519262314,0.018791109323501587,0.015121384523808956,0.015272765420377254,0.038509711623191833,0.05350634828209877,0.027929481118917465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1052980124950409,0.38443708419799805,0.5124172568321228,0.27533113956451416,0.05074687302112579,0.04832109436392784,0.05384523421525955,0.10825841873884201,0.12612158060073853,0.09056901931762695,0.869360625743866,0.11282984167337418,0.4072793424129486,0.5372156500816345,0.29390352964401245,0.05391627922654152,0.05161387100815773,0.05767090246081352,0.11517617106437683,0.13332363963127136,0.09678168594837189,0.029250457882881165,0.15356490015983582,0.2614259719848633,0.0877513736486435,0.01521692331880331,0.03836891055107117,0.05331071466207504,0.027827363461256027
13,,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3925561904907227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.370314121246338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8535134792327881,0.6734865307807922,0.027522936463356018,0.1449541300535202,0.2550458610057831,0.0917431190609932,0.018793990835547447,0.015087752602994442,0.01490300428122282,0.03682001307606697,0.05223611369729042,0.028247296810150146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10794702172279358,0.3889072835445404,0.5192053318023682,0.28261590003967285,0.051219530403614044,0.04882751777768135,0.054716382175683975,0.10961342602968216,0.12783975899219513,0.09238573163747787,0.8713686466217041,0.11592356115579605,0.41310280561447144,0.5454049110412598,0.3015468418598175,0.05443553999066353,0.05217387154698372,0.05866510793566704,0.1168331503868103,0.1353382021188736,0.09874705225229263,0.027422305196523666,0.14442414045333862,0.2541133463382721,0.09140767902135849,0.014848514460027218,0.036685388535261154,0.05204512178897858,0.02814401499927044
14,,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3812131881713867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.001,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4107372760772705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
